"","Watershed","Site.ID","Date","Observer","Start.Time","End.time","Spp","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest","Temp","cloudcover","Precip","TTD","YMax","Day","BStrm","BFresh","BSwamp","BImp","BSalt","BForest","km"
"161","Narragansett Bay",108,"2022-02-02","Justin Moore","2022-02-02 09:45:00","2022-02-02 10:06:00",NA,"Y","foot",0,0,0,0,0,1,1.8,98,0,NA,21,32,0,2.4273731630451,0,0,0,0,3209
"162","Narragansett Bay",108,"2022-02-02","John Crockett","2022-02-02 09:36:00","2022-02-02 10:06:00",NA,"Y","foot",0,0,0,0,0,1,1.8,98,0,NA,30,32,0,2.4273731630451,0,0,0,0,3209
"163","Narragansett Bay",111,"2022-02-04","Justin Moore","2022-02-04 11:04:00","2022-02-04 11:18:00",NA,"N","foot",0,0,0.642857142857143,0,0,0,9.8,100,32.2,NA,14,34,0,0,0,42.2368783783304,10.5020558321781,0,3403
"164","Narragansett Bay",111,"2022-02-04","John Crockett","2022-02-04 11:05:00","2022-02-04 11:18:00",NA,"N","foot",0,0,0.642857142857143,0,0,0,8.9,100,30.5,NA,13,34,0,0,0,42.2368783783304,10.5020558321781,0,3403
"165","Narragansett Bay",114,"2022-02-09","Justin Moore","2022-02-09 08:54:00","2022-02-09 09:11:00",NA,"N","foot",0,0,0.352941176470588,0,0.117647058823529,0,-1.8,0,0,NA,17,39,0,0,0,5.1811244075953,7.84255212857803,0,3691
"166","Narragansett Bay",114,"2022-02-09","John Crockett","2022-02-09 08:54:00","2022-02-09 09:13:00",NA,"N","foot",0,0,0.210526315789474,0,0.315789473684211,0,-1.8,0,0,NA,19,39,0,0,0,5.1811244075953,7.84255212857803,0,3691
"167","Narragansett Bay",115,"2022-01-13","Justin Moore","2022-01-13 11:26:00","2022-01-13 11:57:00",NA,"N","kayak",0,1,0,0,0,0,3.7,72,0,NA,31,12,0,0,0,0,15.104622687445,0,3495
"168","Narragansett Bay",115,"2022-01-13","John Crockett","2022-01-13 11:26:00","2022-01-13 11:57:00",NA,"N","kayak",0,1,0,0,0,0,3.7,72,0,NA,31,12,0,0,0,0,15.104622687445,0,3495
"169","Narragansett Bay",115,"2022-06-21","Jess Burr","2022-06-21 11:26:00","2022-06-21 11:56:00","Otter","N","kayak",0,1,0,0,0,0,20.2,37,0,23,30,171,0,0,0,0,15.104622687445,0,3495
"170","Narragansett Bay",115,"2022-06-21","John Crockett","2022-06-21 11:26:00","2022-06-21 11:48:00",NA,"N","kayak",0,1,0,0,0,0,20.2,37,0,NA,22,171,0,0,0,0,15.104622687445,0,3495
"171","Narragansett Bay",116,"2022-01-26","Justin Moore","2022-01-26 09:05:00","2022-01-26 09:50:00",NA,"N","foot",0.977777777777778,0,0,0,0,0.0222222222222222,-5.1,11,0,NA,45,25,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946,3387
"173","Narragansett Bay",116,"2022-01-26","John Crockett","2022-01-26 09:05:00","2022-01-26 09:40:00",NA,"N","foot",1,0,0,0,0,0,-5.1,11,0,NA,35,25,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946,3387
"176","Narragansett Bay",116,"2022-06-22","Jess Burr","2022-06-22 10:06:00","2022-06-22 11:00:00",NA,"N","kayak",0.87037037037037,0,0,0,0,0.12962962962963,17.8,100,0,NA,54,172,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946,3387
"177","Narragansett Bay",116,"2022-06-22","John Crockett","2022-06-22 10:04:00","2022-06-22 10:58:00",NA,"N","kayak",0.981481481481482,0,0,0,0,0.0185185185185185,17.8,100,0,NA,54,172,2,29.2613497475913,2.55590507543122,3.29846617811205,0,8.24296495759946,3387
"178","Narragansett Bay",120,"2022-01-06","John Crockett","2022-01-06 09:48:00","2022-01-06 10:49:00",NA,"N","foot",0.39344262295082,0.245901639344262,0,0,0,0.360655737704918,1.4,15,0,NA,61,5,0,94.7939538146589,4.66984233449605,0,0,0,3286
"180","Narragansett Bay",120,"2022-01-06","Justin Moore","2022-01-06 09:48:00","2022-01-06 10:46:00",NA,"N","foot",0.224137931034483,0.275862068965517,0,0,0,0.5,1.4,15,0,NA,58,5,0,94.7939538146589,4.66984233449605,0,0,0,3286
"181","Narragansett Bay",120,"2022-06-22","Jess Burr","2022-06-22 12:36:00","2022-06-22 13:03:00",NA,"N","kayak",1,0,0,0,0,0,19.4,100,0,NA,27,172,0,94.7939538146589,4.66984233449605,0,0,0,3286
"182","Narragansett Bay",120,"2022-06-22","John Crockett","2022-06-22 12:40:00","2022-06-22 13:02:00",NA,"N","kayak",1,0,0,0,0,0,19.4,100,0,NA,22,172,0,94.7939538146589,4.66984233449605,0,0,0,3286
"183","Narragansett Bay",121,"2022-01-05","Justin Moore","2022-01-05 10:52:00","2022-01-05 11:51:00","Otter","N","kayak",0.491525423728814,0,0,0,0,0.508474576271186,8.5,100,10.5,16,59,4,0,91.226463175304,2.27652680443633,0,0,6.49723293804306,3384
"184","Narragansett Bay",121,"2022-01-05","John Crockett","2022-01-05 10:51:00","2022-01-05 11:51:00","Otter","N","foot",0.566666666666667,0.0166666666666667,0,0,0,0.416666666666667,8.5,100,10.5,11,60,4,0,91.226463175304,2.27652680443633,0,0,6.49723293804306,3384
"187","Narragansett Bay",121,"2022-06-22","Jess Burr","2022-06-22 12:00:00","2022-06-22 12:26:00",NA,"N","kayak",1,0,0,0,0,0,18.6,100,0,NA,26,172,0,91.226463175304,2.27652680443633,0,0,6.49723293804306,3384
"188","Narragansett Bay",121,"2022-06-22","John Crockett","2022-06-22 12:02:00","2022-06-22 12:26:00",NA,"N","kayak",0.96,0.04,0,0,0,0,18.6,100,0,NA,24,172,0,91.226463175304,2.27652680443633,0,0,6.49723293804306,3384
"189","Narragansett Bay",122,"2022-01-06","John Crockett","2022-01-06 11:43:00","2022-01-06 12:20:00",NA,"N","foot",0,0.378378378378378,0.027027027027027,0,0,0.594594594594595,3.4,19,0,NA,37,5,2,0,2.00883815934229,1.92039228331509,0,12.0718133144539,3285
"190","Narragansett Bay",122,"2022-01-06","Justin Moore","2022-01-06 11:43:00","2022-01-06 12:23:00",NA,"N","foot",0,0.3,0.025,0,0,0.675,3.4,19,0,NA,40,5,2,0,2.00883815934229,1.92039228331509,0,12.0718133144539,3285
"191","Narragansett Bay",123,"2022-01-14","John Crockett","2022-01-14 09:33:00","2022-01-14 10:15:00","Otter","N","foot",0.261904761904762,0.357142857142857,0,0,0.0714285714285714,0.30952380952381,3.2,100,2.1,34,42,13,0,9.92907864268954,2.78133429838662,3.09551765611442,0,0,3585
"192","Narragansett Bay",123,"2022-01-14","Justin Moore","2022-01-14 09:38:00","2022-01-14 10:24:00",NA,"N","foot",0.108695652173913,0,0,0,0.0217391304347826,0.869565217391304,3.3,100,2.1,NA,46,13,0,9.92907864268954,2.78133429838662,3.09551765611442,0,0,3585
"194","Narragansett Bay",123,"2022-07-06","John Crockett","2022-07-06 11:22:00","2022-07-06 12:06:00",NA,"N","foot",0.340909090909091,0.272727272727273,0,0,0,0.386363636363636,25.1,23,3.2,NA,44,186,0,9.92907864268954,2.78133429838662,3.09551765611442,0,0,3585
"195","Narragansett Bay",123,"2022-07-06","Jess Burr","2022-07-06 11:20:00","2022-07-06 12:03:00",NA,"N","foot",0.627906976744186,0.209302325581395,0,0,0,0.162790697674419,25.1,23,3.2,NA,43,186,0,9.92907864268954,2.78133429838662,3.09551765611442,0,0,3585
"196","Narragansett Bay",125,"2022-01-14","John Crockett","2022-01-14 10:42:00","2022-01-14 11:04:00",NA,"N","foot",0,0,0,0,0,1,3.3,100,2.1,NA,22,13,4,0,0,6.65362289271932,0,1.35874778996163,3683
"197","Narragansett Bay",125,"2022-01-14","Justin Moore","2022-01-14 10:55:00","2022-01-14 11:18:00",NA,"N","foot",0,0,0.0952380952380952,0,0,0.904761904761905,3.5,100,2.1,NA,23,13,4,0,0,6.65362289271932,0,1.35874778996163,3683
"198","Narragansett Bay",127,"2022-01-06","John Crockett","2022-01-06 11:13:00","2022-01-06 11:28:00",NA,"N","foot",0.133333333333333,0,0.4,0,0,0.466666666666667,2.3,14,0,NA,15,5,3,0,0,17.0047383891564,0,18.7724362939064,3584
"199","Narragansett Bay",127,"2022-01-06","Justin Moore","2022-01-06 11:16:00","2022-01-06 11:31:00",NA,"N","foot",0.2,0,0.133333333333333,0,0,0.666666666666667,2.3,14,0,NA,15,5,3,0,0,17.0047383891564,0,18.7724362939064,3584
"200","Narragansett Bay",129,"2022-02-16","Justin Moore","2022-02-16 09:13:00","2022-02-16 09:36:00",NA,"N","foot",0.260869565217391,0,0,0,0.173913043478261,0.565217391304348,-5.3,36,0,NA,23,46,0,19.0662215749065,0,0.819065857170332,0,0.66708681971228,3288
"201","Narragansett Bay",129,"2022-02-16","John Crockett","2022-02-16 09:12:00","2022-02-16 09:35:00",NA,"Y","foot",0.478260869565217,0,0,0,0.260869565217391,0.260869565217391,-5.3,36,0,NA,23,46,0,19.0662215749065,0,0.819065857170332,0,0.66708681971228,3288
"202","Narragansett Bay",134,"2022-04-04","Justin Moore","2022-04-04 12:47:00","2022-04-04 12:54:00",NA,"N","kayak",0,0,0,0,0,0,8.8,100,0.3,NA,7,93,1,0,0,21.5892318154835,3.61475561031813,2.90404128186367,3676
"203","Narragansett Bay",134,"2022-04-04","John Crockett","2022-04-04 12:46:00","2022-04-04 12:53:00",NA,"N","kayak",0,0,0,0,0,0,8.8,100,0.3,NA,7,93,1,0,0,21.5892318154835,3.61475561031813,2.90404128186367,3676
"204","Narragansett Bay",148,"2022-01-10","Justin Moore","2022-01-10 13:57:00","2022-01-10 14:07:00",NA,"Y","foot",0,0,0,0,0,1,-1.6,100,0.6,NA,10,9,2,0,0,0,0,9.08360542637702,2789
"205","Narragansett Bay",148,"2022-01-10","John Crockett","2022-01-10 13:56:00","2022-01-10 14:07:00",NA,"Y","foot",0,0,0,0,0,1,-1.6,100,0.6,NA,11,9,2,0,0,0,0,9.08360542637702,2789
"206","Narragansett Bay",149,"2022-01-10","Justin Moore","2022-01-10 13:32:00","2022-01-10 13:47:00",NA,"Y","foot",0,0,0,0,0,1,-1.6,100,0.6,NA,15,9,2,0,0,0,0,3.39015985598046,2789
"207","Narragansett Bay",149,"2022-01-10","John Crockett","2022-01-10 13:38:00","2022-01-10 13:49:00",NA,"Y","foot",0,0,0,0,0,1,-1.6,100,0.6,NA,11,9,2,0,0,0,0,3.39015985598046,2789
"208","Narragansett Bay",151,"2022-01-10","Justin Moore","2022-01-10 13:04:00","2022-01-10 13:29:00",NA,"Y","foot",0,0,0,0,0,1,-2,100,0.6,NA,25,9,1,0,0,0,0,18.4636888669208,2788
"209","Narragansett Bay",151,"2022-01-10","John Crockett","2022-01-10 13:04:00","2022-01-10 13:29:00",NA,"Y","foot",0,0,0,0,0,1,-2,100,0.6,NA,25,9,1,0,0,0,0,18.4636888669208,2788
"210","Narragansett Bay",153,"2022-01-24","Justin Moore","2022-01-24 10:51:00","2022-01-24 11:36:00",NA,"N","foot",0,0,0,0,0,1,-2.1,51,0.8,NA,45,23,1,0,0,0,0,49.3948857244128,3180
"211","Narragansett Bay",153,"2022-01-24","John Crockett","2022-01-24 10:50:00","2022-01-24 11:24:00",NA,"N","foot",0,0,0,0,0,1,-2.1,51,0.8,NA,34,23,1,0,0,0,0,49.3948857244128,3180
"212","Narragansett Bay",162,"2022-01-10","Justin Moore","2022-01-10 12:09:00","2022-01-10 12:57:00",NA,"Y","foot",0.0208333333333333,0,0,0,0,0.979166666666667,-2.3,100,0.6,NA,48,9,0,32.4440302479365,0,0,0,0,2788
"214","Narragansett Bay",162,"2022-01-10","John Crockett","2022-01-10 12:09:00","2022-01-10 12:57:00",NA,"Y","foot",0.125,0,0,0,0,0.875,-2.3,100,0.6,NA,48,9,0,32.4440302479365,0,0,0,0,2788
"216","Narragansett Bay",162,"2022-06-24","John Crockett","2022-06-24 11:43:00","2022-06-24 12:34:00",NA,"N","foot",0.196078431372549,0,0,0,0,0.803921568627451,22.6,60,0.3,NA,51,174,0,32.4440302479365,0,0,0,0,2788
"217","Narragansett Bay",162,"2022-06-24","Jess Burr","2022-06-24 11:44:00","2022-06-24 12:33:00",NA,"N","foot",0.36734693877551,0,0,0,0,0.63265306122449,22.6,60,0.3,NA,49,174,0,32.4440302479365,0,0,0,0,2788
"219","Narragansett Bay",167,"2022-02-14","John Crockett","2022-02-14 11:22:00","2022-02-14 12:06:00",NA,"Y","foot",0,0.909090909090909,0,0,0,0.0909090909090909,-7.9,18,3.2,NA,44,44,3,2.64845066881283,38.3751360561667,0,0,0,3280
"220","Narragansett Bay",167,"2022-02-14","Justin Moore","2022-02-14 11:20:00","2022-02-14 12:00:00",NA,"Y","foot",0,0.75,0,0,0.025,0.225,-7.9,18,3.2,NA,40,44,3,2.64845066881283,38.3751360561667,0,0,0,3280
"221","Narragansett Bay",167,"2022-06-23","John Crockett","2022-06-23 11:30:00","2022-06-23 12:04:00",NA,"N","kayak",0.6,0.342857142857143,0,0,0,0.0571428571428571,19.9,9,0.9,NA,34,173,3,2.64845066881283,38.3751360561667,0,0,0,3280
"222","Narragansett Bay",167,"2022-06-23","Jess Burr","2022-06-23 11:29:00","2022-06-23 12:03:00",NA,"N","kayak",0.6,0.342857142857143,0,0,0,0.0571428571428571,19.9,9,0.9,NA,34,173,3,2.64845066881283,38.3751360561667,0,0,0,3280
"224","Narragansett Bay",168,"2022-01-31","Justin Moore","2022-01-31 10:17:00","2022-01-31 11:00:00",NA,"N","foot",0,0.302325581395349,0,0.0232558139534884,0,0.674418604651163,-12.6,0,0,NA,43,30,0,0,10.8689496648884,10.7274076483363,0,1.11373149386911,3770
"225","Narragansett Bay",168,"2022-01-31","John Crockett","2022-01-31 10:18:00","2022-01-31 10:36:00",NA,"Y","foot",0,0.666666666666667,0,0,0,0.333333333333333,-12.6,0,0,NA,18,30,0,0,10.8689496648884,10.7274076483363,0,1.11373149386911,3770
"226","Narragansett Bay",175,"2022-01-11","Justin Moore","2022-01-11 13:13:00","2022-01-11 13:32:00",NA,"N","foot",0,0,0.421052631578947,0,0,0.578947368421053,-9.9,26,0,NA,19,10,0,1.70444619877612,0,0,0,1.58788128889875,3376
"227","Narragansett Bay",175,"2022-01-11","John Crockett","2022-01-11 13:11:00","2022-01-11 13:29:00",NA,"N","foot",0,0,0.5,0,0,0.5,-9.9,26,0,NA,18,10,0,1.70444619877612,0,0,0,1.58788128889875,3376
"228","Narragansett Bay",176,"2022-01-24","Justin Moore","2022-01-24 09:39:00","2022-01-24 09:59:00",NA,"N","foot",0.25,0,0.05,0,0,0.7,-3.3,40,0.8,NA,20,23,4,1.58558572365782,0,3.15866149687525,0,38.3705343679493,3573
"229","Narragansett Bay",176,"2022-01-24","John Crockett","2022-01-24 09:39:00","2022-01-24 09:55:00","Otter","N","foot",0.25,0,0.0625,0,0,0.6875,-3.3,40,0.8,28,16,23,4,1.58558572365782,0,3.15866149687525,0,38.3705343679493,3573
"230","Narragansett Bay",176,"2022-06-28","Jess Burr","2022-06-28 11:50:00","2022-06-28 11:56:00",NA,"N","kayak",1,0,0,0,0,0,22.2,10,0,NA,6,178,4,1.58558572365782,0,3.15866149687525,0,38.3705343679493,3573
"231","Narragansett Bay",176,"2022-06-28","John Crockett","2022-06-28 11:51:00","2022-06-28 12:02:00",NA,"N","kayak",0.818181818181818,0,0,0,0,0.181818181818182,22.2,10,0,NA,11,178,4,1.58558572365782,0,3.15866149687525,0,38.3705343679493,3573
"232","Narragansett Bay",187,"2022-04-05","Justin Moore","2022-04-05 13:32:00","2022-04-05 13:41:00",NA,"N","kayak",0.502841580292362,0.286922501199822,0.0622808924993993,0.0028796151005205,0.0250320254619888,0.101079475853626,13.6,43,0,NA,9,94,0,0,0,3.62596527278083,9.73019781031747,0,3766
"233","Narragansett Bay",187,"2022-04-05","John Crockett","2022-04-05 13:32:00","2022-04-05 13:41:00",NA,"N","kayak",0.502841580292362,0.286922501199822,0.0622808924993993,0.0028796151005205,0.0250320254619888,0.101079475853626,13.6,43,0,NA,9,94,0,0,0,3.62596527278083,9.73019781031747,0,3766
"234","Narragansett Bay",189,"2022-03-23","Justin Moore","2022-03-23 12:06:00","2022-03-23 12:28:00",NA,"N","kayak",0,0.611111111111111,0,0,0,0.388888888888889,5.6,30,0,NA,22,81,1,0,0,0,12.1658079533455,0,4055
"235","Narragansett Bay",189,"2022-03-23","John Crockett","2022-03-23 12:07:00","2022-03-23 12:28:00",NA,"N","kayak",0,0.611111111111111,0,0,0,0.388888888888889,5.6,30,0,NA,21,81,1,0,0,0,12.1658079533455,0,4055
"236","Narragansett Bay",199,"2022-01-20","Justin Moore","2022-01-20 12:59:00","2022-01-20 13:37:00",NA,"Y","foot",0,0,0,0,0,1,0.7,100,6.8,NA,38,19,2,0,0,0,0,44.6123662268349,3382
"237","Narragansett Bay",199,"2022-01-20","John Crockett","2022-01-20 12:56:00","2022-01-20 13:31:00",NA,"N","foot",0,0,0,0,0,1,0.7,100,6.8,NA,35,19,2,0,0,0,0,44.6123662268349,3382
"238","Narragansett Bay",199,"2022-08-05","John Crockett","2022-08-05 11:05:00","2022-08-05 11:28:00",NA,"N","foot",0,0,0,0,0,1,28.9,19,0.2,NA,23,216,2,0,0,0,0,44.6123662268349,3382
"239","Narragansett Bay",199,"2022-08-05","Jess Burr","2022-08-05 11:08:00","2022-08-05 11:31:00",NA,"N","foot",0,0,0,0,0,1,28.9,19,0.2,NA,23,216,2,0,0,0,0,44.6123662268349,3382
"240","Narragansett Bay",200,"2022-01-20","Justin Moore","2022-01-20 12:24:00","2022-01-20 12:45:00",NA,"Y","foot",0,0,0,0,0,1,0.9,100,6.8,NA,21,19,1,0,0,0,0,57.0762054391229,3383
"241","Narragansett Bay",200,"2022-01-20","John Crockett","2022-01-20 12:22:00","2022-01-20 12:42:00",NA,"N","foot",0,0,0,0,0,1,0.9,100,6.8,NA,20,19,1,0,0,0,0,57.0762054391229,3383
"242","Narragansett Bay",200,"2022-08-05","John Crockett","2022-08-05 10:23:00","2022-08-05 10:39:00",NA,"N","foot",0,0,0,0,0,1,27,38,0.2,NA,16,216,1,0,0,0,0,57.0762054391229,3383
"243","Narragansett Bay",200,"2022-08-05","Jess Burr","2022-08-05 10:25:00","2022-08-05 10:42:00",NA,"N","foot",0,0,0,0,0,1,26.9,38,0.2,NA,17,216,1,0,0,0,0,57.0762054391229,3383
"244","Pawtuxet",202,"2022-02-15","Justin Moore","2022-02-15 10:49:00","2022-02-15 11:13:00",NA,"N","foot",0,0.916666666666667,0,0,0,0.0833333333333333,-10.8,0,0,NA,24,45,2,0,41.6459861098673,2.16234817485268,0,5.35760441184875,2298
"245","Pawtuxet",202,"2022-02-15","John Crockett","2022-02-15 10:48:00","2022-02-15 11:17:00",NA,"Y","foot",0,0.862068965517241,0,0,0,0.137931034482759,-10.8,0,0,NA,29,45,2,0,41.6459861098673,2.16234817485268,0,5.35760441184875,2298
"246","Pawtuxet",202,"2022-06-27","Jess Burr","2022-06-27 12:42:00","2022-06-27 13:18:00",NA,"N","foot",0,0.916666666666667,0,0,0,0.0833333333333333,22.5,80,14.7,NA,36,177,2,0,41.6459861098673,2.16234817485268,0,5.35760441184875,2298
"247","Pawtuxet",202,"2022-06-27","John Crockett","2022-06-27 12:42:00","2022-06-27 13:18:00",NA,"N","foot",0,0.916666666666667,0,0,0,0.0833333333333333,22.5,80,14.7,NA,36,177,2,0,41.6459861098673,2.16234817485268,0,5.35760441184875,2298
"248","Pawtuxet",203,"2022-02-15","Justin Moore","2022-02-15 10:18:00","2022-02-15 10:37:00",NA,"N","foot",0,0,0,0.315789473684211,0,0.684210526315789,-13.1,0,0,NA,19,45,0,0,1.48706707088284,2.19457045677897,0,7.00063910132808,2297
"249","Pawtuxet",203,"2022-02-15","John Crockett","2022-02-15 10:21:00","2022-02-15 10:38:00",NA,"Y","foot",0,0.235294117647059,0,0.176470588235294,0,0.588235294117647,-13.1,0,0,NA,17,45,0,0,1.48706707088284,2.19457045677897,0,7.00063910132808,2297
"250","Pawtuxet",203,"2022-06-27","Jess Burr","2022-06-27 12:02:00","2022-06-27 12:20:00",NA,"N","foot",0,0,0,0.444444444444444,0,0.555555555555556,21.6,60,14.7,NA,18,177,0,0,1.48706707088284,2.19457045677897,0,7.00063910132808,2297
"251","Pawtuxet",203,"2022-06-27","John Crockett","2022-06-27 12:15:00","2022-06-27 12:21:00",NA,"N","foot",0,0,0,0,0,1,21.6,60,14.7,NA,6,177,0,0,1.48706707088284,2.19457045677897,0,7.00063910132808,2297
"252","Pawtuxet",205,"2022-03-03","Justin Moore","2022-03-03 11:08:00","2022-03-03 11:44:00",NA,"N","foot",0,0,0,0,0,1,1.4,0,2.4,NA,36,61,1,0,0,0,0,17.3243267153685,2204
"253","Pawtuxet",205,"2022-03-03","John Crockett","2022-03-03 11:11:00","2022-03-03 11:45:00",NA,"N","foot",0.0294117647058824,0,0,0,0,0.970588235294118,1.4,0,2.4,NA,34,61,1,0,0,0,0,17.3243267153685,2204
"254","Pawtuxet",205,"2022-08-10","John Crockett","2022-08-10 15:23:00","2022-08-10 15:45:00","Otter","N","foot",0,0,0,0,0,1,26.3,100,1.1,1,22,221,1,0,0,0,0,17.3243267153685,2204
"255","Pawtuxet",205,"2022-08-10","Jess Burr","2022-08-10 15:22:00","2022-08-10 15:44:00","Otter","N","foot",0,0,0,0,0,1,26.3,100,1.1,1,22,221,1,0,0,0,0,17.3243267153685,2204
"256","Pawtuxet",206,"2022-03-03","Justin Moore","2022-03-03 13:13:00","2022-03-03 13:37:00",NA,"N","foot",0,0.75,0,0,0,0.25,3,7,2.4,NA,24,61,4,5.02780907366718,0,0,0,37.0233467125368,2201
"257","Pawtuxet",206,"2022-03-03","John Crockett","2022-03-03 13:16:00","2022-03-03 14:00:00",NA,"N","foot",0,0.909090909090909,0,0,0,0.0909090909090909,3,7,2.4,NA,44,61,4,5.02780907366718,0,0,0,37.0233467125368,2201
"258","Pawtuxet",206,"2022-06-29","Jess Burr","2022-06-29 13:48:00","2022-06-29 14:19:00",NA,"N","kayak",0,1,0,0,0,0,25.9,47,0,NA,31,179,4,5.02780907366718,0,0,0,37.0233467125368,2201
"260","Pawtuxet",206,"2022-06-29","John Crockett","2022-06-29 13:48:00","2022-06-29 14:19:00",NA,"N","kayak",0,1,0,0,0,0,25.9,47,0,NA,31,179,4,5.02780907366718,0,0,0,37.0233467125368,2201
"263","Pawtuxet",207,"2022-03-03","Justin Moore","2022-03-03 12:24:00","2022-03-03 12:45:00",NA,"N","foot",0,0,0,0,0,1,2.5,5,2.4,NA,21,61,4,0,0,1.26873441194837,0,7.28627879595455,2202
"264","Pawtuxet",207,"2022-03-03","John Crockett","2022-03-03 12:27:00","2022-03-03 12:48:00",NA,"N","foot",0,0,0,0,0,1,2.5,5,2.4,NA,21,61,4,0,0,1.26873441194837,0,7.28627879595455,2202
"265","Pawtuxet",207,"2022-07-04","Jess Burr","2022-07-04 12:04:00","2022-07-04 12:41:00",NA,"N","foot",0,0,0,0,0,1,25.8,5,0,NA,37,184,4,0,0,1.26873441194837,0,7.28627879595455,2202
"266","Pawtuxet",207,"2022-07-04","John Crockett","2022-07-04 12:02:00","2022-07-04 12:40:00",NA,"N","foot",0,0,0,0,0,1,25.8,5,0,NA,38,184,4,0,0,1.26873441194837,0,7.28627879595455,2202
"269","Pawtuxet",208,"2022-03-22","Justin Moore","2022-03-22 11:04:00","2022-03-22 12:01:00",NA,"N","foot",0.263157894736842,0,0,0,0,0.736842105263158,4.3,0,0,NA,57,80,4,7.43004466520391,0,0,0,14.1656157231915,2000
"271","Pawtuxet",208,"2022-03-22","John Crockett","2022-03-22 11:05:00","2022-03-22 12:05:00",NA,"N","foot",0.263157894736842,0,0,0,0,0.736842105263158,5.1,0,0,NA,60,80,4,7.43004466520391,0,0,0,14.1656157231915,2000
"274","Pawtuxet",208,"2022-07-13","Jess Burr","2022-07-13 10:35:00","2022-07-13 11:16:00",NA,"N","foot",0.195121951219512,0,0,0,0,0.804878048780488,26.9,1,0,NA,41,193,4,7.43004466520391,0,0,0,14.1656157231915,2000
"276","Pawtuxet",208,"2022-07-13","John Crockett","2022-07-13 10:36:00","2022-07-13 11:16:00",NA,"N","foot",0.3,0,0,0,0,0.7,26.9,1,0,NA,40,193,4,7.43004466520391,0,0,0,14.1656157231915,2000
"279","Pawtuxet",209,"2022-02-07","Justin Moore","2022-02-07 12:38:00","2022-02-07 13:02:00",NA,"Y","foot",0,0,0,0,0,1,1.9,100,7.1,NA,24,37,3,0,0,0.118133180586387,0,29.7080597090855,1900
"280","Pawtuxet",209,"2022-02-07","John Crockett","2022-02-07 12:39:00","2022-02-07 13:05:00",NA,"Y","foot",0,0,0,0,0,1,1.9,100,7.1,NA,26,37,3,0,0,0.118133180586387,0,29.7080597090855,1900
"281","Pawtuxet",209,"2022-07-13","Jess Burr","2022-07-13 13:04:00","2022-07-13 13:24:00","Otter","N","foot",0,0,0,0,0,1,30.8,0,0,12,20,193,3,0,0,0.118133180586387,0,29.7080597090855,1900
"282","Pawtuxet",209,"2022-07-13","John Crockett","2022-07-13 13:05:00","2022-07-13 13:24:00","Otter","N","foot",0,0,0,0,0,1,30.8,0,0,11,19,193,3,0,0,0.118133180586387,0,29.7080597090855,1900
"283","Pawtuxet",210,"2022-02-07","Justin Moore","2022-02-07 12:02:00","2022-02-07 12:35:00",NA,"Y","foot",0,0.272727272727273,0,0,0,0.727272727272727,1.4,100,7.1,NA,33,37,1,0,0,2.21412307892649,0,19.8214248212447,1900
"284","Pawtuxet",210,"2022-02-07","John Crockett","2022-02-07 12:03:00","2022-02-07 12:35:00",NA,"Y","foot",0,0.28125,0,0,0,0.71875,1.4,100,7.1,NA,32,37,1,0,0,2.21412307892649,0,19.8214248212447,1900
"285","Pawtuxet",210,"2022-07-13","Jess Burr","2022-07-13 12:50:00","2022-07-13 12:59:00",NA,"N","foot",0,0,0,0,0,1,30.8,0,0,NA,9,193,1,0,0,2.21412307892649,0,19.8214248212447,1900
"286","Pawtuxet",210,"2022-07-13","John Crockett","2022-07-13 12:54:00","2022-07-13 13:23:00",NA,"N","foot",0,0,0,0,0,1,30.8,0,0,NA,29,193,1,0,0,2.21412307892649,0,19.8214248212447,1900
"287","Pawtuxet",212,"2022-02-22","Justin Moore","2022-02-22 10:30:00","2022-02-22 11:13:00",NA,"N","foot",0,0.13953488372093,0,0,0,0.86046511627907,6.5,56,9.8,NA,43,52,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737,2395
"288","Pawtuxet",212,"2022-02-22","John Crockett","2022-02-22 10:33:00","2022-02-22 11:53:00",NA,"N","foot",0.05,0.7,0,0,0,0.25,6.5,56,9.8,NA,80,52,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737,2395
"290","Pawtuxet",212,"2022-06-27","Jess Burr","2022-06-27 10:45:00","2022-06-27 11:30:00",NA,"N","foot",0.0444444444444444,0.888888888888889,0,0,0,0.0666666666666667,21,89,14.7,NA,45,177,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737,2395
"294","Pawtuxet",212,"2022-06-27","John Crockett","2022-06-27 10:46:00","2022-06-27 11:30:00",NA,"N","foot",0,0.977272727272727,0,0,0,0.0227272727272727,21,89,14.7,NA,44,177,1,2.2012659230392,5.04483207357013,0,0,37.0168071987737,2395
